type,module,sourceLine,snippet
for,13-houses-npcs-vehicles-base.js,2318,"premiumBox(.62,.1,1.2,npc.color,0,.12,0,ride);for(const p of [[-.25,.08,-.42],[.25,.08,-.42],[-.25,.08,.42],[.25,.08,.42]]){const wheel=premiumCylinder(.09,.08,0x1c2633,p[0],p[1],p[2],ride,8);wheel.rotation.z=Math.PI/2;wheels.push(wheel);}"
if,13-houses-npcs-vehicles-base.js,2320,"ride.traverse(o=>{if(o.isMesh)addVoxelOutline(o,0x132238,.22);});const projected=route.map(p=>{const q=nearestRoadProjection({x:p[0],z:p[1]})?.point;return q?{x:q.x,z:q.z}:{x:p[0],z:p[1]};});npc.group.position.set(projected[0].x,0,projected[0].z);npc.baseX=projected[0].x;npc.baseZ=projected[0].z;npc.mobility={id:`mobility-${npc.id}`,type,route:projected,index:1,speed:speed||({car:4.4,moto:4.8,bike:3.2,skate:2.8})[type]||3,currentSpeed:0,radius:type==='car'?1.45:type==='moto'?.9:.7,group:npc.grou"
if,13-houses-npcs-vehicles-base.js,2324,"if(type==='slime'){box(1.35,.85,1.35,0x31c65b,0,.45,0,group);box(.18,.12,.05,0xff2441,-.28,.55,.7,group);box(.18,.12,.05,0xff2441,.28,.55,.7,group);}"
if,13-houses-npcs-vehicles-base.js,2325,"else if(type==='bat'){box(1.0,.75,1.0,0x35165e,0,1.4,0,group);box(.8,.18,.45,0x8c4ddb,-.8,1.4,0,group);box(.8,.18,.45,0x8c4ddb,.8,1.4,0,group);box(.12,.1,.05,0xff31f5,-.22,1.48,.54,group);box(.12,.1,.05,0xff31f5,.22,1.48,.54,group);}"
else,13-houses-npcs-vehicles-base.js,2325,"else if(type==='bat'){box(1.0,.75,1.0,0x35165e,0,1.4,0,group);box(.8,.18,.45,0x8c4ddb,-.8,1.4,0,group);box(.8,.18,.45,0x8c4ddb,.8,1.4,0,group);box(.12,.1,.05,0xff31f5,-.22,1.48,.54,group);box(.12,.1,.05,0xff31f5,.22,1.48,.54,group);}"
else,13-houses-npcs-vehicles-base.js,2326,"else {box(1.5,1.8,1.2,0x788495,0,1.0,0,group);box(1.0,.8,1.0,0x647080,0,2.2,0,group);box(.14,.1,.05,0xff293f,-.22,2.25,.52,group);box(.14,.1,.05,0xff293f,.22,2.25,.52,group);}"
if,13-houses-npcs-vehicles-base.js,2334,"const group=new THREE.Group();group.position.set(x,0,z);worldGroup.add(group);box(1.2,.72,.9,materials.wood,0,.36,0,group);const lid=box(1.25,.22,.95,secret?0xa855f7:0xffd84d,0,.84,0,group);const chest={id,x,z,group,lid,opened:!!state.flags[`chest_${id}`],secret};if(chest.opened)lid.rotation.x=-.6;registerInteractable({id:`chest-${id}`,type:'chest',icon:'🎁',label:secret?'Pegar presente secreto':'Abrir presente/baú',x,z,radius:2,priority:200,action:()=>openChest(chest)});return chest;"
if,13-houses-npcs-vehicles-base.js,2338,function currentVehicleRef(){if(activeVehicleRef)return activeVehicleRef;const byId=vehicleById(player.car.id);if(byId)return byId;if(world.activeVehicle)return world.activeVehicle;return player.car.id?null:(world.vehicle||null);}
if,13-houses-npcs-vehicles-base.js,2340,"const a=vehicle?.appearance||{},m=vehicleVisual?.userData?.appearanceMaterials;if(!m)return;"
if,13-houses-npcs-vehicles-base.js,2344,"if(!vehicle||!state.vehicles)return;state.vehicles.parked[vehicle.id]={x:+vehicle.group.position.x.toFixed(2),z:+vehicle.group.position.z.toFixed(2),heading:+vehicle.group.rotation.y.toFixed(3)};state.vehicles.lastUsedId=vehicle.id;"
for,13-houses-npcs-vehicles-base.js,2353,"for(const p of [[-.84,.24,-.79],[.84,.24,-.79],[-.84,.24,.79],[.84,.24,.79]]){const wheel=cylinder(.34,.28,0x10151d,p[0],p[1],p[2],group,14);wheel.rotation.z=Math.PI/2;const hub=cylinder(.12,.3,0xf5a623,p[0],p[1],p[2],group,10);hub.rotation.z=Math.PI/2;}"
if,13-houses-npcs-vehicles-base.js,2354,"group.traverse(o=>{if(o.isMesh)addVoxelOutline(o,0x14243a,.28);});"
if,13-houses-npcs-vehicles-base.js,2355,"const vehicle={id,x:group.position.x,z:group.position.z,heading,group,label:options.label||'Carro da cidade',appearance,occupied:false};world.vehicles.push(vehicle);if(!world.vehicle)world.vehicle=vehicle;"
if,13-houses-npcs-vehicles-base.js,2366,if(!world.waypointMarker)return;
if,13-houses-npcs-vehicles-base.js,2368,"if(wp)world.waypointMarker.position.set(wp.x,0,wp.z);"
for,13-houses-npcs-vehicles-base.js,2373,"for(let x=28;x<=76;x+=6){box(.12,.05,14,0xffffff,x,.22,75.5);}"
if,13-houses-npcs-vehicles-base.js,2382,"if(player.scaleMode!=='mini'){toast('Use o botão MINI para passar.','warn',2200);return;}player.z=39.5;setFlag('miniPassage');addXP(25);toast('Passagem mini concluída!','good');"
if,13-houses-npcs-vehicles-base.js,2387,"if(!player.crouched){toast('Use ABAIXAR para entrar.','warn',2200);return;}player.z=21.5;setFlag('crouchPassage');addXP(25);toast('Túnel baixo concluído!','good');"
if,13-houses-npcs-vehicles-base.js,2392,"if(player.scaleMode!=='giant'){toast('Use GRANDE para abrir o portão.','warn',2200);return;}setFlag('giantGate');addXP(35);toast('Portão pesado aberto!','good');"
for,13-houses-npcs-vehicles-base.js,2406,for(let i=0;i<7;i++){
if,13-houses-npcs-vehicles-base.js,2413,if(textures.water){textures.water.offset.x=(textures.water.offset.x+dt*.012)%1;textures.water.offset.y=(textures.water.offset.y+dt*.007)%1;}
if,13-houses-npcs-vehicles-base.js,2414,if(!world.clouds)return;
if,13-houses-npcs-vehicles-base.js,2415,for(const c of world.clouds){c.group.position.x+=c.speed*dt;if(c.group.position.x>210)c.group.position.x=-210;}
for,13-houses-npcs-vehicles-base.js,2415,for(const c of world.clouds){c.group.position.x+=c.speed*dt;if(c.group.position.x>210)c.group.position.x=-210;}
if,14-world-district-decoration.js,2425,"if(scale>.95)addVoxelOutline(g.children[0],0x5d3b24,.24);world.landmarks.push(g);return g;"
for,14-world-district-decoration.js,2434,"for(let i=0;i<9;i++){const ang=Math.PI*i/8;const p=new THREE.Mesh(new THREE.BoxGeometry(.55,.55,.35),glow);p.position.set(Math.cos(ang)*2.35,3.3+Math.sin(ang)*2.35,.25);p.rotation.z=-ang;g.add(p);}"
for,14-world-district-decoration.js,2439,"const slide=box(1.35,.22,4.2,0xfacc15,1.7,1.1,1.5,g);slide.rotation.x=-.42;for(const sx of [-2.4,2.4]){box(.18,3.4,.18,materials.wood,sx,1.7,-2,g);box(.18,3.4,.18,materials.wood,sx+1.1,1.7,-2,g);}box(5.3,.18,.18,0xef4444,.55,3.25,-2,g);world.landmarks.push(g);return g;"
for,14-world-district-decoration.js,2442,"function createAwning(x,z,color=0xef4444,rotation=0){const g=new THREE.Group();g.position.set(x,0,z);g.rotation.y=rotation;worldGroup.add(g);for(let i=-3;i<=3;i++)box(.55,.18,1.25,i%2?0xfff7e8:color,i*.55,2.15,0,g);world.landmarks.push(g);return g;}"
for,14-world-district-decoration.js,2454,"for(let yy=1.25;yy<h-1;yy+=1.65)for(let xx=-w/2+.85;xx<w/2-.35;xx+=1.5)box(.76,.7,.08,windowMat,xx,yy,front,g);"
for,14-world-district-decoration.js,2460,"for(let i=0;i<4;i++){const rock=new THREE.Mesh(new THREE.ConeGeometry((2.7-i*.45)*scale,2.1*scale,4),materials.stone);rock.position.y=-1.3*scale-i*.65*scale;rock.rotation.y=Math.PI/4;g.add(rock);}const crystal=new THREE.Mesh(new THREE.OctahedronGeometry(.65*scale,0),mat(0x4de5ff,{emissive:0x009ac8,emissiveIntensity:1.3,roughness:.15}));crystal.position.y=1.9*scale;g.add(crystal);addVoxelOutline(crystal,0x15334c,.35);world.landmarks.push(g);return g;"
if,15-transit-bus-metro.js,2507,"const out=[];for(const item of points||[]){if(!item||!Number.isFinite(Number(item.x))||!Number.isFinite(Number(item.z)))continue;const p={...item,x:+item.x,z:+item.z},last=out[out.length-1];if(last&&Math.hypot(last.x-p.x,last.z-p.z)<.12){if(p.stopId)Object.assign(last,p);continue;}out.push(p);}return out;"
for,15-transit-bus-metro.js,2507,"const out=[];for(const item of points||[]){if(!item||!Number.isFinite(Number(item.x))||!Number.isFinite(Number(item.z)))continue;const p={...item,x:+item.x,z:+item.z},last=out[out.length-1];if(last&&Math.hypot(last.x-p.x,last.z-p.z)<.12){if(p.stopId)Object.assign(last,p);continue;}out.push(p);}return out;"
if,15-transit-bus-metro.js,2511,const source=compactBusPath(points);if(source.length<2)return source;
if,15-transit-bus-metro.js,2514,"for(const amount of [offset,offset*.72,offset*.45,0]){const x=point.x+rightX*amount,z=point.z+rightZ*amount;if(pointOnRoad(x,z,.02))return{...point,x,z};}"
for,15-transit-bus-metro.js,2514,"for(const amount of [offset,offset*.72,offset*.45,0]){const x=point.x+rightX*amount,z=point.z+rightZ*amount;if(pointOnRoad(x,z,.02))return{...point,x,z};}"
if,15-transit-bus-metro.js,2519,const source=route?.points||[];if(source.length<2)return source.map(projectedBusPoint);
for,15-transit-bus-metro.js,2521,for(let i=0;i<source.length;i++){
if,15-transit-bus-metro.js,2524,"if(leg.length<2)leg=[from,to];"
for,15-transit-bus-metro.js,2525,for(let j=1;j<leg.length;j++){
if,15-transit-bus-metro.js,2526,const final=j===leg.length-1;if(lastLeg&&final)continue;
if,15-transit-bus-metro.js,2530,"const lane=offsetBusPath(compactBusPath(center),Number(route.laneOffset||BUS_LANE_OFFSET));if(lane.length>1&&Math.hypot(lane[0].x-lane[lane.length-1].x,lane[0].z-lane[lane.length-1].z)<.12)lane.pop();return lane;"
if,15-transit-bus-metro.js,2533,function busNextStop(bus){const points=busRoutePoints(bus);for(let step=0;step<points.length;step++){const point=points[(bus.pointIndex+step)%points.length];if(point?.stopId)return point;}return null;}
for,15-transit-bus-metro.js,2533,function busNextStop(bus){const points=busRoutePoints(bus);for(let step=0;step<points.length;step++){const point=points[(bus.pointIndex+step)%points.length];if(point?.stopId)return point;}return null;}
if,15-transit-bus-metro.js,2535,"if(!points?.length)return null;let best=null;const start=(bus.pointIndex-1+points.length)%points.length,limit=Math.min(points.length,18);"
if,15-transit-bus-metro.js,2536,"for(let step=0;step<limit;step++){const index=(start+step)%points.length,a=points[index],b=points[(index+1)%points.length],point=projectPointToSegment(bus.group.position,a,b),distance=Math.hypot(bus.group.position.x-point.x,bus.group.position.z-point.z),score=distance+step*.045;if(!best||score<best.score)best={index,nextIndex:(index+1)%points.length,point,distance,score};}"
for,15-transit-bus-metro.js,2536,"for(let step=0;step<limit;step++){const index=(start+step)%points.length,a=points[index],b=points[(index+1)%points.length],point=projectPointToSegment(bus.group.position,a,b),distance=Math.hypot(bus.group.position.x-point.x,bus.group.position.z-point.z),score=distance+step*.045;if(!best||score<best.score)best={index,nextIndex:(index+1)%points.length,point,distance,score};}"
if,15-transit-bus-metro.js,2540,"const points=busRoutePoints(bus);let projection=nearestForwardBusSegment(bus,points);const global=projectPointToPolyline(bus.group.position,points);if(global&&(!projection||global.distance+1.2<projection.distance))projection=global;if(!projection)return false;"
if,15-transit-bus-metro.js,2544,"if(!bus||bus.state===next)return false;bus.stateHistory=bus.stateHistory||[];bus.stateHistory.push({from:bus.state||'',to:next,at:Date.now(),reason});bus.stateHistory=bus.stateHistory.slice(-24);bus.state=next;bus.stateSince=performance.now();bus.lastStateReason=reason;return true;"
if,15-transit-bus-metro.js,2549,function clearBusWaiting(save=true){world.waitingForBus=null;state.transport.busWaiting=null;if(save)saveState(true);}
if,15-transit-bus-metro.js,2550,"function restoreBusWaiting(){const waiting=state.transport?.busWaiting;if(!waiting?.stopId)return false;const stop=world.busStops.find(s=>s.id===waiting.stopId);if(!stop){state.transport.busWaiting=null;return false;}world.waitingForBus={stopId:waiting.stopId,routeId:waiting.routeId||'',startedAt:Number(waiting.startedAt||Date.now())};return true;}"
if,15-transit-bus-metro.js,2554,"if(stop&&!positionBlockedForPlayer(stop.x,stop.z,.45,{ignoreActor:bus,ignoreTraffic:false}))return{x:stop.x,z:stop.z,y:groundHeightAt(stop.x,stop.z)};"
for,15-transit-bus-metro.js,2561,"for(let i=0;i<5;i++)premiumBox(2.8,.16,.58,0x718291,0,.35-i*.02,.6+i*.5,g);"
for,15-transit-bus-metro.js,2564,"premiumBox(3.45,2.5,.12,0x13283d,0,1.45,1.82,g);for(const x of [-1.18,0,1.18])premiumBox(.08,2.35,.14,0x64d8ff,x,1.45,1.75,g);"
if,15-transit-bus-metro.js,2568,"if(metroOverlay)return metroOverlay;metroOverlay=document.createElement('div');metroOverlay.id='metroTravelOverlay';metroOverlay.className='metro-travel-overlay';metroOverlay.hidden=true;metroOverlay.innerHTML='<div class=""metro-tunnel""><i></i><i></i><i></i></div><div class=""metro-train""><b>M</b><span></span><span></span><span></span></div><strong data-metro-trip>Próxima estação</strong>';document.body.appendChild(metroOverlay);return metroOverlay;"
if,15-transit-bus-metro.js,2571,"if(player.vehicle||player.boating||player.transit.mode){toast('Desembarque antes de entrar no metrô.','warn');return;}"
if,15-transit-bus-metro.js,2573,"openModal(station.name,`<div class=""transit-heading""><b>Ⓜ️ ${station.line}</b><span>Escolha qualquer ponto conhecido do mapa.</span></div><div class=""metro-destination-list"">${groups}</div>`,root=>{$$('[data-metro-destination]',root).forEach(btn=>btn.onclick=()=>{const destination=MAP_LOCATIONS.find(x=>x.id===btn.dataset.metroDestination);if(destination)rideMetroTo(station,destination);});});"
if,15-transit-bus-metro.js,2576,if(!destination||player.transit.mode||!canEnterMobility(PLAYER_MODES.METRO_PASSENGER))return false;
if,15-transit-bus-metro.js,2578,if(playerModel)playerModel.visible=false;if(avatarLayer)avatarLayer.visible=false;if(contactShadow)contactShadow.visible=false;
if,15-transit-bus-metro.js,2581,if(player.transit.mode!=='metro'||player.transit.metroUntil!==token)return;
if,15-transit-bus-metro.js,2584,"state.transport.metroTrips=(state.transport.metroTrips||0)+1;state.stats.metroTrips=(state.stats.metroTrips||0)+1;if(!state.transport.metroDestinations.includes(destination.id))state.transport.metroDestinations.push(destination.id);state.transport.metroDestinations=state.transport.metroDestinations.slice(-60);trackDaily('metro',1);advanceAdventure('metro',destination.id);setFlag('usedMetro');state.waypoint=null;world.routePath=[];"
if,15-transit-bus-metro.js,2585,"player.transit.mode='';player.transit.destinationId='';if(playerModel)playerModel.visible=true;if(avatarLayer)avatarLayer.visible=true;if(contactShadow)contactShadow.visible=true;playerGroup?.position?.set(player.x,player.y,player.z);rememberSafePlayerPosition(true);auditPlayerMode('exit-metro');updateNavigation(0,true);updateContext(true);saveState(true);"
if,15-transit-bus-metro.js,2590,let stop=world.busStops.find(s=>s.id===point.stopId);if(stop){if(!stop.routes.includes(route.id))stop.routes.push(route.id);return stop;}
if,15-transit-bus-metro.js,2594,"if(!runtimePoints.length)return 0;let best=preferredOffset,bestScore=-Infinity;for(let i=0;i<runtimePoints.length;i++){const point=runtimePoints[i],roadOk=pointOnRoad(point.x,point.z,.03),distanceToTraffic=trafficActorList().reduce((min,actor)=>Math.min(min,Math.hypot(actor.group.position.x-point.x,actor.group.position.z-point.z)-(actor.radius||1.5)),999),distanceToBus=(world.buses||[]).reduce((min,bus)=>Math.min(min,Math.hypot(bus.group.position.x-point.x,bus.group.position.z-point.z)-5.5),999)"
for,15-transit-bus-metro.js,2594,"if(!runtimePoints.length)return 0;let best=preferredOffset,bestScore=-Infinity;for(let i=0;i<runtimePoints.length;i++){const point=runtimePoints[i],roadOk=pointOnRoad(point.x,point.z,.03),distanceToTraffic=trafficActorList().reduce((min,actor)=>Math.min(min,Math.hypot(actor.group.position.x-point.x,actor.group.position.z-point.z)-(actor.radius||1.5)),999),distanceToBus=(world.buses||[]).reduce((min,bus)=>Math.min(min,Math.hypot(bus.group.position.x-point.x,bus.group.position.z-point.z)-5.5),999)"
for,15-transit-bus-metro.js,2600,"for(const side of [-1,1]){"
for,15-transit-bus-metro.js,2602,"for(const z of [-2.72,-1.38,0,1.38,2.72])premiumBox(.22,2.0,.18,light,side*1.51,2.03,z,g);"
for,15-transit-bus-metro.js,2603,"for(const z of [-2.08,-.68,.68,2.08])premiumBox(.035,1.25,1.08,dark,side*1.595,2.1,z,g);"
if,15-transit-bus-metro.js,2609,"const routeBoard=new THREE.Mesh(new THREE.PlaneGeometry(1.95,.46),new THREE.MeshStandardMaterial({map:signTexture(`${route.number} ${route.name}`,route.schoolBus?'#f0b62d':'#12273b',route.schoolBus?'#1b2835':'#ffffff'),roughness:.5,side:THREE.DoubleSide}));routeBoard.position.set(0,2.92,3.535);g.add(routeBoard);if(route.schoolBus){const schoolSign=new THREE.Mesh(new THREE.PlaneGeometry(1.15,.45),new THREE.MeshStandardMaterial({map:signTexture('ESCOLAR','#fff4c8','#24364a'),side:THREE.DoubleSide,"
for,15-transit-bus-metro.js,2610,"for(const z of [-2.25,-.85,.55,1.95])for(const x of [-.72,.72]){premiumBox(.72,.18,.62,seat,x,1.08,z,g);premiumBox(.72,.74,.16,seat,x,1.42,z-.26,g);premiumBox(.08,.48,.08,rail,x-.26,1.0,z,g);premiumBox(.08,.48,.08,rail,x+.26,1.0,z,g);}"
for,15-transit-bus-metro.js,2611,"for(const x of [-1.15,1.15])premiumBox(.07,2.2,.07,rail,x,1.82,2.55,g);premiumBox(2.35,.07,.07,rail,0,2.72,2.55,g);"
for,15-transit-bus-metro.js,2613,"const wheels=[];for(const p of [[-1.48,.47,-2.3],[1.48,.47,-2.3],[-1.48,.47,2.25],[1.48,.47,2.25]]){const wheel=premiumCylinder(.48,.28,0x111720,p[0],p[1],p[2],g,14);wheel.rotation.z=Math.PI/2;wheels.push(wheel);}"
for,15-transit-bus-metro.js,2614,"const passengerColors=[0xffd84d,0xff72b6,0x54c7ff];for(let i=0;i<3;i++){const pg=new THREE.Group();pg.position.set(i%2?-.72:.72,1.2,-1.6+i*1.35);g.add(pg);premiumBox(.42,.52,.38,passengerColors[i],0,.25,0,pg);premiumBox(.36,.36,.36,0xffc997,0,.68,0,pg);}"
if,15-transit-bus-metro.js,2617,"for(const point of runtimePoints)if(point.stopId)ensureBusStop(route,point);return bus;"
for,15-transit-bus-metro.js,2617,"for(const point of runtimePoints)if(point.stopId)ensureBusStop(route,point);return bus;"
for,15-transit-bus-metro.js,2619,"function createTransitWorld(){METRO_STATIONS.forEach(createMetroEntrance);BUS_ROUTES.forEach((route,routeOrder)=>{for(let copy=0;copy<Math.max(1,Number(route.copies||2));copy++)createBusModel(route,copy,routeOrder);});validateBusCoverage();restoreBusWaiting();}"
if,15-transit-bus-metro.js,2621,"function busEtaSeconds(bus,stopId){if(!bus||!stopId)return Infinity;if(busAtStop(bus)&&bus.lastStopId===stopId)return 0;const points=busRoutePoints(bus);let distance=0,previous={x:bus.group.position.x,z:bus.group.position.z};for(let step=0;step<points.length;step++){const idx=(bus.pointIndex+step)%points.length,point=points[idx];distance+=Math.hypot(point.x-previous.x,point.z-previous.z);if(point.stopId===stopId)return Math.max(1,Math.round(distance/Math.max(1,bus.speed)+(step*.8)));previous=poi"
for,15-transit-bus-metro.js,2621,"function busEtaSeconds(bus,stopId){if(!bus||!stopId)return Infinity;if(busAtStop(bus)&&bus.lastStopId===stopId)return 0;const points=busRoutePoints(bus);let distance=0,previous={x:bus.group.position.x,z:bus.group.position.z};for(let step=0;step<points.length;step++){const idx=(bus.pointIndex+step)%points.length,point=points[idx];distance+=Math.hypot(point.x-previous.x,point.z-previous.z);if(point.stopId===stopId)return Math.max(1,Math.round(distance/Math.max(1,bus.speed)+(step*.8)));previous=poi"
if,15-transit-bus-metro.js,2622,"function validateBusCoverage(){for(const stop of world.busStops){const active=world.buses.some(bus=>stop.routes.includes(bus.route.id));stop.covered=active;if(!active)console.warn('Parada sem ônibus ativo:',stop.id);}}"
for,15-transit-bus-metro.js,2622,"function validateBusCoverage(){for(const stop of world.busStops){const active=world.buses.some(bus=>stop.routes.includes(bus.route.id));stop.covered=active;if(!active)console.warn('Parada sem ônibus ativo:',stop.id);}}"
if,15-transit-bus-metro.js,2624,"const points=bus?.route?.points||[],start=Math.max(0,points.findIndex(p=>p.stopId===stopId)),names=[];for(let step=1;step<=points.length;step++){const p=points[(start+step)%points.length];if(p?.stopName&&!names.includes(p.stopName))names.push(p.stopName);}return names.slice(0,8);"
for,15-transit-bus-metro.js,2624,"const points=bus?.route?.points||[],start=Math.max(0,points.findIndex(p=>p.stopId===stopId)),names=[];for(let step=1;step<=points.length;step++){const p=points[(start+step)%points.length];if(p?.stopName&&!names.includes(p.stopName))names.push(p.stopName);}return names.slice(0,8);"
if,15-transit-bus-metro.js,2627,if(!bus||!stop||player.transit.mode||player.vehicle||player.boating||!busAtStop(bus))return false;
