occurrence,module,functionBoundaryOwner,line,column,snippet
361,15-transit-bus-metro.js,openBusArrivalOffer,2633,49,"$('[data-arrival-cancel]',root).onclick=()=>{clearBusWaiting();closeModal();toast('Espera cancelada.','good',1200);};"
362,15-transit-bus-metro.js,offerBusAtStop,2639,22,"const tryOffer=()=>{if(!busAtStop(bus)||player.transit.mode)return;if(els.modal.hidden)openBusArrivalOffer(bus,stop);else if(performance.now()<bus.stopUntil-450)setTimeout(tryOffer,420);};"
363,15-transit-bus-metro.js,openBusStop,2644,37,"const buses=world.buses.filter(b=>stop.routes.includes(b.route.id)).sort((a,b)=>busEtaSeconds(a,stop.id)-busEtaSeconds(b,stop.id));"
364,15-transit-bus-metro.js,openBusStop,2644,83,"const buses=world.buses.filter(b=>stop.routes.includes(b.route.id)).sort((a,b)=>busEtaSeconds(a,stop.id)-busEtaSeconds(b,stop.id));"
365,15-transit-bus-metro.js,openBusStop,2645,29,"const ready=buses.find(b=>busAtStop(b)&&b.lastStopId===stop.id&&Math.hypot(b.group.position.x-stop.roadX,b.group.position.z-stop.roadZ)<2.8);"
366,15-transit-bus-metro.js,openBusStop,2646,42,"const uniqueRoutes=stop.routes.map(id=>BUS_ROUTES.find(r=>r.id===id)).filter(Boolean),waiting=world.waitingForBus?.stopId===stop.id?world.waitingForBus:null;"
367,15-transit-bus-metro.js,openBusStop,2646,61,"const uniqueRoutes=stop.routes.map(id=>BUS_ROUTES.find(r=>r.id===id)).filter(Boolean),waiting=world.waitingForBus?.stopId===stop.id?world.waitingForBus:null;"
368,15-transit-bus-metro.js,openBusStop,2647,92,"openModal(`Parada ${stop.name}`,`<div class=""transit-heading""><b>🚌 ${uniqueRoutes.map(r=>r.number).join(' • ')}</b><span>${ready?'Há um ônibus parado com portas abertas.':waiting?'Você já está esperando nesta parada.':'Escolha a linha que deseja esperar.'}</span></div><div class=""bus-live-list"">${buses.map(bus=>{const eta=busEtaSeconds(bus,stop.id);return`<article class=""${eta===0?'arrived':''}""><b>${bus.route.number} • ${bus.route.name}</b><span>${eta===0?'Na parada • portas abertas':`Chega em aproximadamente ${eta}s`} • ${bus.state||BUS_STATES.MOVING}</span></article>`;}).join('')}</div><div class=""bus-line-choice"">${uniqueRoutes.map(route=>`<button class=""choice"" data-wait-route=""${route.id}""><b>${route.number} • ${route.name}</b><span>${[...new Set(route.points.filter(p=>p.stopName).map(p=>p.stopName))].join(' → ')}</span></button>`).join('')}</div><div class=""modal-actions"">${ready?`<button class=""btn primary"" data-board-ready=""${ready.id}"">Ver destinos e embarcar</button>`:''}<bu"
369,15-transit-bus-metro.js,openBusStop,2647,316,"openModal(`Parada ${stop.name}`,`<div class=""transit-heading""><b>🚌 ${uniqueRoutes.map(r=>r.number).join(' • ')}</b><span>${ready?'Há um ônibus parado com portas abertas.':waiting?'Você já está esperando nesta parada.':'Escolha a linha que deseja esperar.'}</span></div><div class=""bus-live-list"">${buses.map(bus=>{const eta=busEtaSeconds(bus,stop.id);return`<article class=""${eta===0?'arrived':''}""><b>${bus.route.number} • ${bus.route.name}</b><span>${eta===0?'Na parada • portas abertas':`Chega em aproximadamente ${eta}s`} • ${bus.state||BUS_STATES.MOVING}</span></article>`;}).join('')}</div><div class=""bus-line-choice"">${uniqueRoutes.map(route=>`<button class=""choice"" data-wait-route=""${route.id}""><b>${route.number} • ${route.name}</b><span>${[...new Set(route.points.filter(p=>p.stopName).map(p=>p.stopName))].join(' → ')}</span></button>`).join('')}</div><div class=""modal-actions"">${ready?`<button class=""btn primary"" data-board-ready=""${ready.id}"">Ver destinos e embarcar</button>`:''}<bu"
370,15-transit-bus-metro.js,openBusStop,2647,654,"openModal(`Parada ${stop.name}`,`<div class=""transit-heading""><b>🚌 ${uniqueRoutes.map(r=>r.number).join(' • ')}</b><span>${ready?'Há um ônibus parado com portas abertas.':waiting?'Você já está esperando nesta parada.':'Escolha a linha que deseja esperar.'}</span></div><div class=""bus-live-list"">${buses.map(bus=>{const eta=busEtaSeconds(bus,stop.id);return`<article class=""${eta===0?'arrived':''}""><b>${bus.route.number} • ${bus.route.name}</b><span>${eta===0?'Na parada • portas abertas':`Chega em aproximadamente ${eta}s`} • ${bus.state||BUS_STATES.MOVING}</span></article>`;}).join('')}</div><div class=""bus-line-choice"">${uniqueRoutes.map(route=>`<button class=""choice"" data-wait-route=""${route.id}""><b>${route.number} • ${route.name}</b><span>${[...new Set(route.points.filter(p=>p.stopName).map(p=>p.stopName))].join(' → ')}</span></button>`).join('')}</div><div class=""modal-actions"">${ready?`<button class=""btn primary"" data-board-ready=""${ready.id}"">Ver destinos e embarcar</button>`:''}<bu"
371,15-transit-bus-metro.js,openBusStop,2647,789,"openModal(`Parada ${stop.name}`,`<div class=""transit-heading""><b>🚌 ${uniqueRoutes.map(r=>r.number).join(' • ')}</b><span>${ready?'Há um ônibus parado com portas abertas.':waiting?'Você já está esperando nesta parada.':'Escolha a linha que deseja esperar.'}</span></div><div class=""bus-live-list"">${buses.map(bus=>{const eta=busEtaSeconds(bus,stop.id);return`<article class=""${eta===0?'arrived':''}""><b>${bus.route.number} • ${bus.route.name}</b><span>${eta===0?'Na parada • portas abertas':`Chega em aproximadamente ${eta}s`} • ${bus.state||BUS_STATES.MOVING}</span></article>`;}).join('')}</div><div class=""bus-line-choice"">${uniqueRoutes.map(route=>`<button class=""choice"" data-wait-route=""${route.id}""><b>${route.number} • ${route.name}</b><span>${[...new Set(route.points.filter(p=>p.stopName).map(p=>p.stopName))].join(' → ')}</span></button>`).join('')}</div><div class=""modal-actions"">${ready?`<button class=""btn primary"" data-board-ready=""${ready.id}"">Ver destinos e embarcar</button>`:''}<bu"
372,15-transit-bus-metro.js,openBusStop,2647,808,"openModal(`Parada ${stop.name}`,`<div class=""transit-heading""><b>🚌 ${uniqueRoutes.map(r=>r.number).join(' • ')}</b><span>${ready?'Há um ônibus parado com portas abertas.':waiting?'Você já está esperando nesta parada.':'Escolha a linha que deseja esperar.'}</span></div><div class=""bus-live-list"">${buses.map(bus=>{const eta=busEtaSeconds(bus,stop.id);return`<article class=""${eta===0?'arrived':''}""><b>${bus.route.number} • ${bus.route.name}</b><span>${eta===0?'Na parada • portas abertas':`Chega em aproximadamente ${eta}s`} • ${bus.state||BUS_STATES.MOVING}</span></article>`;}).join('')}</div><div class=""bus-line-choice"">${uniqueRoutes.map(route=>`<button class=""choice"" data-wait-route=""${route.id}""><b>${route.number} • ${route.name}</b><span>${[...new Set(route.points.filter(p=>p.stopName).map(p=>p.stopName))].join(' → ')}</span></button>`).join('')}</div><div class=""modal-actions"">${ready?`<button class=""btn primary"" data-board-ready=""${ready.id}"">Ver destinos e embarcar</button>`:''}<bu"
373,15-transit-bus-metro.js,openBusStop,2647,1226,"openModal(`Parada ${stop.name}`,`<div class=""transit-heading""><b>🚌 ${uniqueRoutes.map(r=>r.number).join(' • ')}</b><span>${ready?'Há um ônibus parado com portas abertas.':waiting?'Você já está esperando nesta parada.':'Escolha a linha que deseja esperar.'}</span></div><div class=""bus-live-list"">${buses.map(bus=>{const eta=busEtaSeconds(bus,stop.id);return`<article class=""${eta===0?'arrived':''}""><b>${bus.route.number} • ${bus.route.name}</b><span>${eta===0?'Na parada • portas abertas':`Chega em aproximadamente ${eta}s`} • ${bus.state||BUS_STATES.MOVING}</span></article>`;}).join('')}</div><div class=""bus-line-choice"">${uniqueRoutes.map(route=>`<button class=""choice"" data-wait-route=""${route.id}""><b>${route.number} • ${route.name}</b><span>${[...new Set(route.points.filter(p=>p.stopName).map(p=>p.stopName))].join(' → ')}</span></button>`).join('')}</div><div class=""modal-actions"">${ready?`<button class=""btn primary"" data-board-ready=""${ready.id}"">Ver destinos e embarcar</button>`:''}<bu"
374,15-transit-bus-metro.js,openBusStop,2648,64,"$('[data-board-ready]',root)?.addEventListener('click',()=>{closeModal();openBusArrivalOffer(ready,stop);});"
375,15-transit-bus-metro.js,openBusStop,2649,47,"$$('[data-wait-route]',root).forEach(btn=>btn.onclick=()=>{const route=BUS_ROUTES.find(r=>r.id===btn.dataset.waitRoute);setBusWaiting(stop.id,btn.dataset.waitRoute);closeModal();toast(`Esperando a linha ${route?.number||''} ${route?.name||''}.`,'good',2100);});"
376,15-transit-bus-metro.js,openBusStop,2649,63,"$$('[data-wait-route]',root).forEach(btn=>btn.onclick=()=>{const route=BUS_ROUTES.find(r=>r.id===btn.dataset.waitRoute);setBusWaiting(stop.id,btn.dataset.waitRoute);closeModal();toast(`Esperando a linha ${route?.number||''} ${route?.name||''}.`,'good',2100);});"
377,15-transit-bus-metro.js,openBusStop,2649,95,"$$('[data-wait-route]',root).forEach(btn=>btn.onclick=()=>{const route=BUS_ROUTES.find(r=>r.id===btn.dataset.waitRoute);setBusWaiting(stop.id,btn.dataset.waitRoute);closeModal();toast(`Esperando a linha ${route?.number||''} ${route?.name||''}.`,'good',2100);});"
378,15-transit-bus-metro.js,openBusStop,2650,43,"$('[data-wait-any]',root).onclick=()=>{setBusWaiting(stop.id,'');closeModal();toast(`Esperando o próximo ônibus em ${stop.name}.`,'good',2100);};"
379,15-transit-bus-metro.js,openBusStop,2651,62,"$('[data-keep-wait]',root)?.addEventListener('click',()=>{setBusWaiting(stop.id,waiting?.routeId||'');closeModal();toast('Você continua esperando.','good',1200);});"
380,15-transit-bus-metro.js,openBusStop,2652,46,"$('[data-cancel-wait]',root).onclick=()=>{clearBusWaiting();closeModal();toast('Espera cancelada.','good',1200);};"
381,15-transit-bus-metro.js,ensureTransitPanel,2656,474,"if(transitPanel)return transitPanel;transitPanel=document.createElement('div');transitPanel.id='transitActivityPanel';transitPanel.className='transit-activity-panel';transitPanel.hidden=true;transitPanel.innerHTML='<div><b data-bus-line>Ônibus</b><span data-bus-next>Próxima parada</span></div><button type=""button"" data-bus-request>🔔<span>Pedir parada</span></button>';document.body.appendChild(transitPanel);transitPanel.querySelector('[data-bus-request]').onclick=()=>{if(player.transit.mode!=='bus')return;player.transit.requestStop=true;updateTransitPanel();toast('Parada solicitada.','good',1200);};return transitPanel;"
382,15-transit-bus-metro.js,updateTransitPanel,2659,60,"const panel=ensureTransitPanel(),bus=world.buses.find(b=>b.id===player.transit.busId);document.body.classList.toggle('bus-passenger',player.transit.mode==='bus'&&!!bus);panel.hidden=player.transit.mode!=='bus'||!bus;if(!bus)return;const nextStop=busNextStop(bus);panel.querySelector('[data-bus-line]').textContent=`${bus.route.number} • ${bus.route.name}`;panel.querySelector('[data-bus-next]').textContent=`Próxima: ${nextStop?.stopName||'Terminal'}`;const button=panel.querySelector('[data-bus-request]');button.disabled=player.transit.requestStop;button.querySelector('span').textContent=player.transit.requestStop?'Solicitada':'Pedir parada';"
383,15-transit-bus-metro.js,enterBus,2670,18,"setTimeout(()=>{if(busAtStop(bus)&&bus.state===BUS_STATES.BOARDING)setBusState(bus,BUS_STATES.DOORS_OPEN,'boarding-complete');},420);return true;"
384,15-transit-bus-metro.js,exitBusAtStop,2679,18,"setTimeout(()=>{if(bus.doorsOpen&&bus.state===BUS_STATES.BOARDING)setBusState(bus,BUS_STATES.DOORS_OPEN,'exit-complete');},350);return true;"
385,15-transit-bus-metro.js,updateTransitWorld,2691,245,"bus.currentSpeed=0;if(now>=Number(bus.openAt||0)){bus.doorsOpen=true;bus.stopUntil=Math.max(Number(bus.stopUntil||0),now+Number(bus.route.dwell||3600));setBusState(bus,BUS_STATES.DOORS_OPEN,'doors-open');const stop=world.busStops.find(s=>s.id===bus.lastStopId);if(stop&&bus.offerStopId!==stop.id){bus.offerStopId=stop.id;offerBusAtStop(bus,stop);}}"
386,15-transit-bus-metro.js,updateTransitWorld,2720,59,"recoverBusRoute(bus,'stuck-route');setTimeout(()=>{if(bus.state===BUS_STATES.RECOVERING)setBusState(bus,BUS_STATES.REROUTING,'recovery-cooldown');},450);"
387,16-emergency-services.js,decorateCityServices,2724,94,"const fire=world.fireStation,police=world.policeStation,west=world.policeStations?.find(x=>x.id==='police-west');"
388,16-emergency-services.js,createFireIncidentSite,2739,814,"for(let i=0;i<6;i++){const flame=new THREE.Mesh(new THREE.ConeGeometry(.32+i%2*.1,.8+i%3*.18,7),renderMat(i%2?0xffcf3d:0xff5b35,{emissive:i%2?0xff8a00:0xc31b08,emissiveIntensity:1.5,roughness:.18}));flame.position.set((i%3-1)*.38,.45+Math.floor(i/3)*.2,(i<3?-.22:.22));group.add(flame);flames.push(flame);}const smoke=[];for(let i=0;i<4;i++){const puff=new THREE.Mesh(new THREE.DodecahedronGeometry(.32+i*.07,0),renderMat(0x66717d,{transparent:true,opacity:.34,roughness:1}));puff.position.set((i%2?-.18:.18),1.2+i*.35,0);group.add(puff);smoke.push(puff);}const fire={...site,group,flames,smoke,active:false,startedAt:0,playerHelping:false,truckHelping:false};world.fires.push(fire);registerInteractable({id:`fire-${site.id}`,type:'fire',icon:'🧯',label:`Ajudar: ${site.name}`,radius:4.2,priority:245,getPos:()=>({x:site.x,z:site.z}),action:()=>helpExtinguishFire(fire)});return fire;"
389,16-emergency-services.js,createFireIncidentSite,2739,847,"for(let i=0;i<6;i++){const flame=new THREE.Mesh(new THREE.ConeGeometry(.32+i%2*.1,.8+i%3*.18,7),renderMat(i%2?0xffcf3d:0xff5b35,{emissive:i%2?0xff8a00:0xc31b08,emissiveIntensity:1.5,roughness:.18}));flame.position.set((i%3-1)*.38,.45+Math.floor(i/3)*.2,(i<3?-.22:.22));group.add(flame);flames.push(flame);}const smoke=[];for(let i=0;i<4;i++){const puff=new THREE.Mesh(new THREE.DodecahedronGeometry(.32+i*.07,0),renderMat(0x66717d,{transparent:true,opacity:.34,roughness:1}));puff.position.set((i%2?-.18:.18),1.2+i*.35,0);group.add(puff);smoke.push(puff);}const fire={...site,group,flames,smoke,active:false,startedAt:0,playerHelping:false,truckHelping:false};world.fires.push(fire);registerInteractable({id:`fire-${site.id}`,type:'fire',icon:'🧯',label:`Ajudar: ${site.name}`,radius:4.2,priority:245,getPos:()=>({x:site.x,z:site.z}),action:()=>helpExtinguishFire(fire)});return fire;"
390,16-emergency-services.js,activateFireIncident,2748,78,"function activateFireIncident(siteId='',forced=false){if(world.fires.some(f=>f.active))return world.fires.find(f=>f.active);const available=world.fires.filter(f=>!f.active),fire=available.find(f=>f.id===siteId)||available[Math.floor(Math.random()*available.length)];if(!fire)return null;fire.active=true;fire.group.visible=true;fire.startedAt=performance.now();fire.playerHelping=false;fire.truckHelping=false;state.cityServices.emergencyCalls=(state.cityServices.emergencyCalls||0)+1;state.cityServices.lastFireAt=Date.now();world.nextFireAt=performance.now()+(forced?90000:65000+Math.random()*45000);toast(`🚨 Chamado dos bombeiros: ${fire.name}`,'warn',2600);saveState();return fire;}"
391,16-emergency-services.js,activateFireIncident,2748,115,"function activateFireIncident(siteId='',forced=false){if(world.fires.some(f=>f.active))return world.fires.find(f=>f.active);const available=world.fires.filter(f=>!f.active),fire=available.find(f=>f.id===siteId)||available[Math.floor(Math.random()*available.length)];if(!fire)return null;fire.active=true;fire.group.visible=true;fire.startedAt=performance.now();fire.playerHelping=false;fire.truckHelping=false;state.cityServices.emergencyCalls=(state.cityServices.emergencyCalls||0)+1;state.cityServices.lastFireAt=Date.now();world.nextFireAt=performance.now()+(forced?90000:65000+Math.random()*45000);toast(`🚨 Chamado dos bombeiros: ${fire.name}`,'warn',2600);saveState();return fire;}"
392,16-emergency-services.js,activateFireIncident,2748,163,"function activateFireIncident(siteId='',forced=false){if(world.fires.some(f=>f.active))return world.fires.find(f=>f.active);const available=world.fires.filter(f=>!f.active),fire=available.find(f=>f.id===siteId)||available[Math.floor(Math.random()*available.length)];if(!fire)return null;fire.active=true;fire.group.visible=true;fire.startedAt=performance.now();fire.playerHelping=false;fire.truckHelping=false;state.cityServices.emergencyCalls=(state.cityServices.emergencyCalls||0)+1;state.cityServices.lastFireAt=Date.now();world.nextFireAt=performance.now()+(forced?90000:65000+Math.random()*45000);toast(`🚨 Chamado dos bombeiros: ${fire.name}`,'warn',2600);saveState();return fire;}"
393,16-emergency-services.js,activateFireIncident,2748,197,"function activateFireIncident(siteId='',forced=false){if(world.fires.some(f=>f.active))return world.fires.find(f=>f.active);const available=world.fires.filter(f=>!f.active),fire=available.find(f=>f.id===siteId)||available[Math.floor(Math.random()*available.length)];if(!fire)return null;fire.active=true;fire.group.visible=true;fire.startedAt=performance.now();fire.playerHelping=false;fire.truckHelping=false;state.cityServices.emergencyCalls=(state.cityServices.emergencyCalls||0)+1;state.cityServices.lastFireAt=Date.now();world.nextFireAt=performance.now()+(forced?90000:65000+Math.random()*45000);toast(`🚨 Chamado dos bombeiros: ${fire.name}`,'warn',2600);saveState();return fire;}"
394,16-emergency-services.js,ensureActiveFire,2749,67,"function ensureActiveFire(force=false){return world.fires.find(f=>f.active)||(force?activateFireIncident('',true):null);}"
395,16-emergency-services.js,helpExtinguishFire,2750,391,"function helpExtinguishFire(fire){if(!fire?.active){toast('A ocorrência já foi resolvida.','good');return;}if(Math.hypot(player.x-fire.x,player.z-fire.z)>5){toast('Chegue mais perto da área segura demarcada.','warn');return;}fire.playerHelping=true;player.sitUntil=performance.now()+2400;toast('Mangueira ativada. Mantenha distância segura!','good',1800);for(let i=0;i<8;i++)setTimeout(()=>spawnDust(lerp(player.x,fire.x,(i+1)/9),lerp(player.z,fire.z,(i+1)/9),0x70dcff),i*90);setTimeout(()=>{if(fire.active)extinguishFireIncident(fire,true);},2300);}"
